SNID: 2015F
SURVEY: UVEXT
SNTYPE: 1
IAUC: 2015F
FILTERS: ugriBomn
RA:   114.065670 deg
DECL:   -69.506390 deg 
RA_HOST:   114.099330
DEC_HOST:   -69.530830
REDSHIFT_HELIO: 0.00489 +- 1.8e-05 
REDSHIFT_CMB: 0.005286 +- 1.8e-05 
VPEC: 80.5777 +- 250.0

MWEBV: 0.174900  MW E(B-V)
SEARCH_PEAKMJD: 57105.1
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  294
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
SPEC: 1681.405 1682.949 2.554671E-17 8.181375E-17 1
SPEC: 1682.949 1684.493 6.166604E-18 8.272240E-17 1
SPEC: 1684.493 1686.038 4.317975E-18 8.043468E-17 1
SPEC: 1686.038 1687.582 -1.317959E-18 7.752997E-17 1
SPEC: 1687.582 1689.126 -2.878749E-17 7.893729E-17 1
SPEC: 1689.126 1690.670 -1.637317E-17 7.604574E-17 1
SPEC: 1690.670 1692.215 -2.181453E-17 7.466768E-17 1
SPEC: 1692.215 1693.759 1.365024E-17 7.606208E-17 1
SPEC: 1693.759 1695.303 -4.949032E-17 7.118879E-17 1
SPEC: 1695.303 1696.847 5.530728E-17 7.393703E-17 1
SPEC: 1696.847 1698.391 1.502075E-16 7.672378E-17 1
SPEC: 1698.391 1699.936 1.800091E-16 7.567308E-17 1
SPEC: 1699.936 1701.480 2.072437E-16 7.890657E-17 1
SPEC: 1701.480 1703.024 2.051865E-17 6.750874E-17 1
SPEC: 1703.024 1704.568 1.583104E-16 7.497661E-17 1
SPEC: 1704.568 1706.113 6.806657E-17 6.855150E-17 1
SPEC: 1706.113 1707.657 1.580559E-16 7.221298E-17 1
SPEC: 1707.657 1709.201 8.864553E-17 6.900980E-17 1
SPEC: 1709.201 1710.745 -2.927052E-17 6.433553E-17 1
SPEC: 1710.745 1712.290 -1.390369E-16 5.774686E-17 1
SPEC: 1712.290 1713.834 -1.014755E-16 6.072520E-17 1
SPEC: 1713.834 1715.378 1.352361E-17 6.354439E-17 1
SPEC: 1715.378 1716.922 2.498954E-17 6.311796E-17 1
SPEC: 1716.922 1718.467 -4.481683E-17 5.948911E-17 1
SPEC: 1718.467 1720.011 -2.546003E-17 5.878349E-17 1
SPEC: 1720.011 1721.555 7.495204E-17 6.268281E-17 1
SPEC: 1721.555 1723.099 6.678767E-17 6.168954E-17 1
SPEC: 1723.099 1724.644 1.017810E-17 5.859760E-17 1
SPEC: 1724.644 1726.188 4.868560E-17 6.075135E-17 1
SPEC: 1726.188 1727.732 3.292866E-18 5.811449E-17 1
SPEC: 1727.732 1729.276 -1.060709E-17 5.694396E-17 1
SPEC: 1729.276 1730.821 -2.084533E-17 5.478564E-17 1
SPEC: 1730.821 1732.365 6.168470E-17 5.838328E-17 1
SPEC: 1732.365 1733.909 4.549855E-18 5.623006E-17 1
SPEC: 1733.909 1735.453 -5.580644E-17 5.159582E-17 1
SPEC: 1735.453 1736.998 -1.395224E-17 5.391179E-17 1
SPEC: 1736.998 1738.542 8.967843E-17 5.534177E-17 1
SPEC: 1738.542 1740.086 1.700085E-16 5.940837E-17 1
SPEC: 1740.086 1741.630 1.086388E-16 5.699020E-17 1
SPEC: 1741.630 1743.174 4.952551E-17 5.412372E-17 1
SPEC: 1743.174 1744.719 -2.492488E-17 4.939813E-17 1
SPEC: 1744.719 1746.263 -3.126730E-17 4.991619E-17 1
SPEC: 1746.263 1747.807 3.263213E-17 5.231772E-17 1
SPEC: 1747.807 1749.351 5.238114E-17 5.211766E-17 1
SPEC: 1749.351 1750.896 2.360761E-17 5.058572E-17 1
SPEC: 1750.896 1752.440 1.075091E-17 4.940706E-17 1
SPEC: 1752.440 1753.984 2.540060E-17 5.043187E-17 1
SPEC: 1753.984 1755.528 3.997410E-17 4.932186E-17 1
SPEC: 1755.528 1757.073 7.996265E-17 5.078188E-17 1
SPEC: 1757.073 1758.617 9.856763E-17 5.167099E-17 1
SPEC: 1758.617 1760.161 2.707130E-17 4.756357E-17 1
SPEC: 1760.161 1761.705 4.886629E-17 4.908854E-17 1
SPEC: 1761.705 1763.250 2.924531E-17 4.697526E-17 1
SPEC: 1763.250 1764.794 6.670421E-17 4.826174E-17 1
SPEC: 1764.794 1766.338 5.699537E-17 4.805077E-17 1
SPEC: 1766.338 1767.882 1.670983E-17 4.612393E-17 1
SPEC: 1767.882 1769.427 4.062515E-17 4.667916E-17 1
SPEC: 1769.427 1770.971 -1.248192E-17 4.379158E-17 1
SPEC: 1770.971 1772.515 3.599893E-17 4.514830E-17 1
SPEC: 1772.515 1774.059 1.888690E-17 4.445522E-17 1
SPEC: 1774.059 1775.604 4.716949E-17 4.616719E-17 1
SPEC: 1775.604 1777.148 1.891342E-17 4.353659E-17 1
SPEC: 1777.148 1778.692 2.888763E-18 4.322186E-17 1
SPEC: 1778.692 1780.236 1.486398E-17 4.292724E-17 1
SPEC: 1780.236 1781.781 -3.706754E-18 4.165976E-17 1
SPEC: 1781.781 1783.325 1.952535E-17 4.270066E-17 1
SPEC: 1783.325 1784.869 8.279603E-17 4.420484E-17 1
SPEC: 1784.869 1786.413 9.776556E-17 4.507620E-17 1
SPEC: 1786.413 1787.957 -1.784584E-18 4.033043E-17 1
SPEC: 1787.957 1789.502 2.921357E-18 4.131654E-17 1
SPEC: 1789.502 1791.046 -3.357868E-18 3.905023E-17 1
SPEC: 1791.046 1792.590 9.804075E-17 4.436334E-17 1
SPEC: 1792.590 1794.134 7.349308E-17 4.296141E-17 1
SPEC: 1794.134 1795.679 1.196821E-17 4.013880E-17 1
SPEC: 1795.679 1797.223 2.063819E-17 3.994125E-17 1
SPEC: 1797.223 1798.767 5.699171E-17 4.172100E-17 1
SPEC: 1798.767 1800.311 -4.758908E-17 3.564844E-17 1
SPEC: 1800.311 1801.856 -9.846853E-18 3.821432E-17 1
SPEC: 1801.856 1803.400 1.055755E-16 4.246900E-17 1
SPEC: 1803.400 1804.944 1.346227E-16 4.326573E-17 1
SPEC: 1804.944 1806.488 1.145107E-17 3.802670E-17 1
SPEC: 1806.488 1808.033 8.179952E-17 4.038662E-17 1
SPEC: 1808.033 1809.577 6.395204E-17 4.034710E-17 1
SPEC: 1809.577 1811.121 4.415283E-17 3.823477E-17 1
SPEC: 1811.121 1812.665 4.607273E-17 3.789397E-17 1
SPEC: 1812.665 1814.210 5.714184E-17 3.916538E-17 1
SPEC: 1814.210 1815.754 4.709324E-17 3.811021E-17 1
SPEC: 1815.754 1817.298 1.590077E-17 3.605840E-17 1
SPEC: 1817.298 1818.842 4.932482E-17 3.876194E-17 1
SPEC: 1818.842 1820.387 4.601508E-17 3.700985E-17 1
SPEC: 1820.387 1821.931 8.146476E-17 3.857704E-17 1
SPEC: 1821.931 1823.475 3.590317E-17 3.708493E-17 1
SPEC: 1823.475 1825.019 -1.678361E-17 3.362548E-17 1
SPEC: 1825.019 1826.564 3.720983E-17 3.613094E-17 1
SPEC: 1826.564 1828.108 1.076690E-16 3.908548E-17 1
SPEC: 1828.108 1829.652 7.641820E-17 3.719993E-17 1
SPEC: 1829.652 1831.196 -1.011324E-17 3.433042E-17 1
SPEC: 1831.196 1832.740 -2.361665E-17 3.246801E-17 1
SPEC: 1832.740 1834.285 3.332724E-17 3.551407E-17 1
SPEC: 1834.285 1835.829 3.538278E-17 3.496456E-17 1
SPEC: 1835.829 1837.373 3.082829E-17 3.504331E-17 1
SPEC: 1837.373 1838.917 -1.973658E-17 3.250679E-17 1
SPEC: 1838.917 1840.462 2.510726E-17 3.420545E-17 1
SPEC: 1840.462 1842.006 8.591672E-18 3.366209E-17 1
SPEC: 1842.006 1843.550 1.948580E-17 3.289122E-17 1
SPEC: 1843.550 1845.094 2.874073E-17 3.402276E-17 1
SPEC: 1845.094 1846.639 3.923113E-17 3.355940E-17 1
SPEC: 1846.639 1848.183 3.961835E-17 3.448545E-17 1
SPEC: 1848.183 1849.727 -2.789263E-17 3.031169E-17 1
SPEC: 1849.727 1851.271 2.130336E-17 3.322535E-17 1
SPEC: 1851.271 1852.816 1.176174E-16 3.637759E-17 1
SPEC: 1852.816 1854.360 5.705340E-17 3.358382E-17 1
SPEC: 1854.360 1855.904 7.025175E-17 3.369386E-17 1
SPEC: 1855.904 1857.448 1.428078E-16 3.802064E-17 1
SPEC: 1857.448 1858.993 8.602156E-17 3.342176E-17 1
SPEC: 1858.993 1860.537 9.638502E-17 3.493138E-17 1
SPEC: 1860.537 1862.081 1.144548E-16 3.534110E-17 1
SPEC: 1862.081 1863.625 6.367816E-17 3.311270E-17 1
SPEC: 1863.625 1865.170 9.793742E-17 3.389113E-17 1
SPEC: 1865.170 1866.714 1.380524E-16 3.630171E-17 1
SPEC: 1866.714 1868.258 8.208049E-17 3.276369E-17 1
SPEC: 1868.258 1869.802 1.125903E-16 3.496925E-17 1
SPEC: 1869.802 1871.347 1.016172E-16 3.389054E-17 1
SPEC: 1871.347 1872.891 5.458683E-17 3.217698E-17 1
SPEC: 1872.891 1874.435 1.173502E-16 3.546916E-17 1
SPEC: 1874.435 1875.979 4.740256E-17 3.111600E-17 1
SPEC: 1875.979 1877.523 2.771727E-17 3.076447E-17 1
SPEC: 1877.523 1879.068 1.189478E-16 3.457520E-17 1
SPEC: 1879.068 1880.612 1.024146E-16 3.358895E-17 1
SPEC: 1880.612 1882.156 5.072355E-17 3.129930E-17 1
SPEC: 1882.156 1883.700 1.073043E-16 3.349685E-17 1
SPEC: 1883.700 1885.245 1.318536E-16 3.436429E-17 1
SPEC: 1885.245 1886.789 9.039731E-17 3.257458E-17 1
SPEC: 1886.789 1888.333 3.184365E-17 3.109905E-17 1
SPEC: 1888.333 1889.877 2.583901E-17 2.998405E-17 1
SPEC: 1889.877 1891.422 5.218515E-17 3.119680E-17 1
SPEC: 1891.422 1892.966 -1.267999E-18 2.845664E-17 1
SPEC: 1892.966 1894.510 -1.381884E-17 2.749394E-17 1
SPEC: 1894.510 1896.054 8.720893E-17 3.265299E-17 1
SPEC: 1896.054 1897.599 8.945319E-17 3.137835E-17 1
SPEC: 1897.599 1899.143 5.013593E-17 3.046866E-17 1
SPEC: 1899.143 1900.687 5.368111E-17 3.087837E-17 1
SPEC: 1900.687 1902.231 9.986443E-17 3.199073E-17 1
SPEC: 1902.231 1903.776 9.135929E-17 3.195744E-17 1
SPEC: 1903.776 1905.320 1.578656E-17 2.779276E-17 1
SPEC: 1905.320 1906.864 5.166520E-17 3.048338E-17 1
SPEC: 1906.864 1908.408 1.024413E-16 3.237959E-17 1
SPEC: 1908.408 1909.953 1.097047E-16 3.196752E-17 1
SPEC: 1909.953 1911.497 5.568073E-17 2.900544E-17 1
SPEC: 1911.497 1913.041 1.116744E-16 3.240151E-17 1
SPEC: 1913.041 1914.585 8.298171E-17 3.063400E-17 1
SPEC: 1914.585 1916.129 7.224177E-17 3.054269E-17 1
SPEC: 1916.129 1917.674 4.639969E-17 2.852968E-17 1
SPEC: 1917.674 1919.218 8.926107E-17 3.121408E-17 1
SPEC: 1919.218 1920.762 4.924467E-17 2.875662E-17 1
SPEC: 1920.762 1922.306 1.902195E-17 2.708512E-17 1
SPEC: 1922.306 1923.851 5.798367E-17 2.960806E-17 1
SPEC: 1923.851 1925.395 4.617298E-17 2.837210E-17 1
SPEC: 1925.395 1926.939 7.315899E-17 3.002110E-17 1
SPEC: 1926.939 1928.483 1.225321E-17 2.561538E-17 1
SPEC: 1928.483 1930.028 2.885197E-17 2.794859E-17 1
SPEC: 1930.028 1931.572 8.077308E-17 3.010402E-17 1
SPEC: 1931.572 1933.116 6.101001E-17 2.912384E-17 1
SPEC: 1933.116 1934.660 4.324189E-17 2.721529E-17 1
SPEC: 1934.660 1936.205 6.176779E-17 2.872029E-17 1
SPEC: 1936.205 1937.749 1.139712E-16 3.138286E-17 1
SPEC: 1937.749 1939.293 7.743955E-17 2.930917E-17 1
SPEC: 1939.293 1940.837 2.696127E-17 2.671772E-17 1
SPEC: 1940.837 1942.382 2.582923E-17 2.716879E-17 1
SPEC: 1942.382 1943.926 6.623929E-17 2.880033E-17 1
SPEC: 1943.926 1945.470 3.922297E-17 2.730286E-17 1
SPEC: 1945.470 1947.014 7.755860E-17 2.970008E-17 1
SPEC: 1947.014 1948.559 8.007543E-17 2.868492E-17 1
SPEC: 1948.559 1950.103 5.446749E-17 2.871053E-17 1
SPEC: 1950.103 1951.647 3.701763E-17 2.648913E-17 1
SPEC: 1951.647 1953.191 6.169424E-17 2.917791E-17 1
SPEC: 1953.191 1954.736 7.906871E-17 2.838538E-17 1
SPEC: 1954.736 1956.280 9.240429E-17 2.955522E-17 1
SPEC: 1956.280 1957.824 8.915141E-17 2.956976E-17 1
SPEC: 1957.824 1959.368 3.721448E-17 2.625588E-17 1
SPEC: 1959.368 1960.912 5.101050E-17 2.770253E-17 1
SPEC: 1960.912 1962.457 7.306671E-17 2.836692E-17 1
SPEC: 1962.457 1964.001 5.325655E-17 2.756957E-17 1
SPEC: 1964.001 1965.545 7.193676E-18 2.525175E-17 1
SPEC: 1965.545 1967.089 -4.454765E-18 2.458508E-17 1
SPEC: 1967.089 1968.634 5.854736E-17 2.809559E-17 1
SPEC: 1968.634 1970.178 5.048656E-17 2.651058E-17 1
SPEC: 1970.178 1971.722 7.290278E-17 2.857143E-17 1
SPEC: 1971.722 1973.266 1.001539E-17 2.463262E-17 1
SPEC: 1973.266 1974.811 2.616510E-17 2.607754E-17 1
SPEC: 1974.811 1976.355 5.570012E-17 2.757046E-17 1
SPEC: 1976.355 1977.899 6.065773E-17 2.709267E-17 1
SPEC: 1977.899 1979.443 4.766705E-17 2.664403E-17 1
SPEC: 1979.443 1980.988 5.260864E-17 2.729725E-17 1
SPEC: 1980.988 1982.532 -1.751130E-17 2.345450E-17 1
SPEC: 1982.532 1984.076 -3.850685E-18 2.424918E-17 1
SPEC: 1984.076 1985.620 -1.937726E-17 2.320535E-17 1
SPEC: 1985.620 1987.165 2.723033E-17 2.569307E-17 1
SPEC: 1987.165 1988.709 8.724254E-17 2.838485E-17 1
SPEC: 1988.709 1990.253 7.560937E-17 2.751176E-17 1
SPEC: 1990.253 1991.797 2.560274E-17 2.468613E-17 1
SPEC: 1991.797 1993.342 6.834796E-17 2.785478E-17 1
SPEC: 1993.342 1994.886 6.380547E-17 2.665243E-17 1
SPEC: 1994.886 1996.430 3.468556E-17 2.487732E-17 1
SPEC: 1996.430 1997.974 2.099648E-17 2.486047E-17 1
SPEC: 1997.974 1999.519 2.284683E-18 2.337568E-17 1
SPEC: 1999.519 2001.063 4.301426E-17 2.629866E-17 1
SPEC: 2001.063 2002.607 2.548031E-17 2.455136E-17 1
SPEC: 2002.607 2004.151 1.275839E-17 2.434076E-17 1
SPEC: 2004.151 2005.695 3.028527E-17 2.453729E-17 1
SPEC: 2005.695 2007.240 6.485956E-17 2.716050E-17 1
SPEC: 2007.240 2008.784 2.130812E-17 2.395065E-17 1
SPEC: 2008.784 2010.328 1.336159E-17 2.357738E-17 1
SPEC: 2010.328 2011.872 -1.574367E-17 2.180990E-17 1
SPEC: 2011.872 2013.417 6.664186E-17 2.683288E-17 1
SPEC: 2013.417 2014.961 3.704284E-17 2.430085E-17 1
SPEC: 2014.961 2016.505 3.590293E-17 2.469439E-17 1
SPEC: 2016.505 2018.049 9.285213E-17 2.726813E-17 1
SPEC: 2018.049 2019.594 1.322322E-18 2.280333E-17 1
SPEC: 2019.594 2021.138 5.731636E-17 2.593323E-17 1
SPEC: 2021.138 2022.682 3.109568E-17 2.370007E-17 1
SPEC: 2022.682 2024.226 9.029271E-17 2.763877E-17 1
SPEC: 2024.226 2025.771 1.031362E-17 2.161243E-17 1
SPEC: 2025.771 2027.315 5.945680E-17 2.606081E-17 1
SPEC: 2027.315 2028.859 6.568024E-17 2.558036E-17 1
SPEC: 2028.859 2030.403 4.203611E-17 2.430542E-17 1
SPEC: 2030.403 2031.948 2.063362E-17 2.363277E-17 1
SPEC: 2031.948 2033.492 2.162857E-17 2.308383E-17 1
SPEC: 2033.492 2035.036 4.624364E-17 2.458188E-17 1
SPEC: 2035.036 2036.580 4.224328E-17 2.394489E-17 1
SPEC: 2036.580 2038.125 6.123055E-17 2.510960E-17 1
SPEC: 2038.125 2039.669 6.196999E-17 2.500791E-17 1
SPEC: 2039.669 2041.213 6.128810E-17 2.478665E-17 1
SPEC: 2041.213 2042.757 7.086453E-17 2.533644E-17 1
SPEC: 2042.757 2044.302 9.788445E-17 2.694756E-17 1
SPEC: 2044.302 2045.846 2.481850E-17 2.231710E-17 1
SPEC: 2045.846 2047.390 2.063528E-17 2.371701E-17 1
SPEC: 2047.390 2048.934 3.248477E-17 2.331425E-17 1
SPEC: 2048.934 2050.478 -1.205959E-17 2.119661E-17 1
SPEC: 2050.478 2052.023 2.625179E-18 2.176702E-17 1
SPEC: 2052.023 2053.567 6.063998E-17 2.482346E-17 1
SPEC: 2053.567 2055.111 1.278066E-16 2.786632E-17 1
SPEC: 2055.111 2056.655 6.164671E-17 2.439601E-17 1
SPEC: 2056.655 2058.200 4.439427E-17 2.387431E-17 1
SPEC: 2058.200 2059.744 4.654022E-17 2.401341E-17 1
SPEC: 2059.744 2061.288 1.551641E-17 2.222696E-17 1
SPEC: 2061.288 2062.832 5.126828E-17 2.413564E-17 1
SPEC: 2062.832 2064.377 5.774920E-17 2.399023E-17 1
SPEC: 2064.377 2065.921 2.071036E-17 2.211475E-17 1
SPEC: 2065.921 2067.465 6.540202E-17 2.521827E-17 1
SPEC: 2067.465 2069.009 8.247869E-17 2.545378E-17 1
SPEC: 2069.009 2070.554 7.086687E-17 2.507104E-17 1
SPEC: 2070.554 2072.098 3.874941E-17 2.254863E-17 1
SPEC: 2072.098 2073.642 4.424380E-17 2.350373E-17 1
SPEC: 2073.642 2075.186 5.751970E-17 2.399362E-17 1
SPEC: 2075.186 2076.731 1.379280E-17 2.174976E-17 1
SPEC: 2076.731 2078.275 4.697173E-17 2.352811E-17 1
SPEC: 2078.275 2079.819 7.250549E-17 2.498376E-17 1
SPEC: 2079.819 2081.363 5.203625E-17 2.368913E-17 1
SPEC: 2081.363 2082.908 6.013095E-17 2.361665E-17 1
SPEC: 2082.908 2084.452 2.969680E-17 2.214459E-17 1
SPEC: 2084.452 2085.996 -1.594449E-19 2.069831E-17 1
SPEC: 2085.996 2087.540 1.088491E-17 2.142503E-17 1
SPEC: 2087.540 2089.084 2.393677E-17 2.241060E-17 1
SPEC: 2089.084 2090.629 3.447699E-17 2.265687E-17 1
SPEC: 2090.629 2092.173 1.187270E-17 2.092612E-17 1
SPEC: 2092.173 2093.717 3.443428E-18 2.092069E-17 1
SPEC: 2093.717 2095.261 2.925824E-17 2.217307E-17 1
SPEC: 2095.261 2096.806 3.462815E-17 2.196746E-17 1
SPEC: 2096.806 2098.350 1.755507E-17 2.131700E-17 1
SPEC: 2098.350 2099.894 1.747477E-17 2.105994E-17 1
SPEC: 2099.894 2101.438 3.298977E-17 2.181983E-17 1
SPEC: 2101.438 2102.983 5.900926E-17 2.279328E-17 1
SPEC: 2102.983 2104.527 6.969163E-17 2.298518E-17 1
SPEC: 2104.527 2106.071 2.169888E-17 2.046431E-17 1
SPEC: 2106.071 2107.615 2.113456E-17 2.035157E-17 1
SPEC: 2107.615 2109.160 2.137010E-17 2.009790E-17 1
SPEC: 2109.160 2110.704 5.519045E-17 2.202292E-17 1
SPEC: 2110.704 2112.248 3.931165E-17 2.085523E-17 1
SPEC: 2112.248 2113.792 2.600892E-17 1.962199E-17 1
SPEC: 2113.792 2115.337 1.184346E-17 1.890322E-17 1
SPEC: 2115.337 2116.881 3.417119E-17 1.997879E-17 1
SPEC: 2116.881 2118.425 5.040967E-17 2.103938E-17 1
SPEC: 2118.425 2119.969 5.180362E-17 2.065563E-17 1
SPEC: 2119.969 2121.514 6.288110E-17 2.106966E-17 1
SPEC: 2121.514 2123.058 3.105229E-17 1.896255E-17 1
SPEC: 2123.058 2124.602 2.926387E-17 1.928686E-17 1
SPEC: 2124.602 2126.146 6.125389E-17 2.083240E-17 1
SPEC: 2126.146 2127.691 2.524600E-17 1.822631E-17 1
SPEC: 2127.691 2129.235 1.380687E-17 1.792824E-17 1
SPEC: 2129.235 2130.779 4.640969E-17 1.945120E-17 1
SPEC: 2130.779 2132.323 5.391818E-17 1.958400E-17 1
SPEC: 2132.323 2133.867 5.201631E-17 1.982473E-17 1
SPEC: 2133.867 2135.412 2.731788E-17 1.750391E-17 1
SPEC: 2135.412 2136.956 2.479817E-17 1.862929E-17 1
SPEC: 2136.956 2138.500 3.677832E-17 1.796166E-17 1
SPEC: 2138.500 2140.044 2.498040E-17 1.761861E-17 1
SPEC: 2140.044 2141.589 1.742802E-17 1.727321E-17 1
SPEC: 2141.589 2143.133 4.220123E-17 1.818692E-17 1
SPEC: 2143.133 2144.677 4.483694E-17 1.818147E-17 1
SPEC: 2144.677 2146.221 3.380954E-17 1.733698E-17 1
SPEC: 2146.221 2147.766 3.318630E-17 1.757693E-17 1
SPEC: 2147.766 2149.310 1.730188E-17 1.629091E-17 1
SPEC: 2149.310 2150.854 5.791947E-17 1.844658E-17 1
SPEC: 2150.854 2152.398 6.334718E-17 1.819669E-17 1
SPEC: 2152.398 2153.943 3.610359E-17 1.664585E-17 1
SPEC: 2153.943 2155.487 5.314988E-17 1.802680E-17 1
SPEC: 2155.487 2157.031 4.315136E-17 1.700503E-17 1
SPEC: 2157.031 2158.575 1.158387E-17 1.502795E-17 1
SPEC: 2158.575 2160.120 3.072979E-17 1.673798E-17 1
SPEC: 2160.120 2161.664 2.310590E-17 1.582990E-17 1
SPEC: 2161.664 2163.208 2.530625E-17 1.562770E-17 1
SPEC: 2163.208 2164.752 2.298984E-17 1.545928E-17 1
SPEC: 2164.752 2166.297 5.040927E-17 1.708199E-17 1
SPEC: 2166.297 2167.841 4.350315E-17 1.602889E-17 1
SPEC: 2167.841 2169.385 3.287894E-17 1.559000E-17 1
SPEC: 2169.385 2170.929 4.700635E-17 1.619840E-17 1
SPEC: 2170.929 2172.474 7.118168E-17 1.715999E-17 1
SPEC: 2172.474 2174.018 5.818262E-17 1.624347E-17 1
SPEC: 2174.018 2175.562 7.171968E-17 1.695212E-17 1
SPEC: 2175.562 2177.106 4.416254E-17 1.492755E-17 1
SPEC: 2177.106 2178.650 -6.231094E-18 1.292420E-17 1
SPEC: 2178.650 2180.195 -9.445043E-18 1.314002E-17 1
SPEC: 2180.195 2181.739 2.583829E-17 1.477660E-17 1
SPEC: 2181.739 2183.283 2.130144E-17 1.452543E-17 1
SPEC: 2183.283 2184.827 8.731243E-18 1.355017E-17 1
SPEC: 2184.827 2186.372 -1.284326E-17 1.220565E-17 1
SPEC: 2186.372 2187.916 3.631826E-17 1.524980E-17 1
SPEC: 2187.916 2189.460 6.138719E-17 1.547630E-17 1
SPEC: 2189.460 2191.004 5.348919E-17 1.498923E-17 1
SPEC: 2191.004 2192.549 1.693668E-17 1.337995E-17 1
SPEC: 2192.549 2194.093 2.124241E-17 1.372254E-17 1
SPEC: 2194.093 2195.637 2.115595E-17 1.355682E-17 1
SPEC: 2195.637 2197.181 4.725969E-17 1.472231E-17 1
SPEC: 2197.181 2198.726 3.450541E-17 1.387498E-17 1
SPEC: 2198.726 2200.270 4.023909E-17 1.391527E-17 1
SPEC: 2200.270 2201.814 5.889481E-17 1.517031E-17 1
SPEC: 2201.814 2203.358 6.685758E-17 1.466129E-17 1
SPEC: 2203.358 2204.903 2.686345E-17 1.308760E-17 1
SPEC: 2204.903 2206.447 2.752406E-17 1.311378E-17 1
SPEC: 2206.447 2207.991 3.100649E-17 1.338977E-17 1
SPEC: 2207.991 2209.535 4.883158E-17 1.384726E-17 1
SPEC: 2209.535 2211.080 3.627206E-17 1.289831E-17 1
SPEC: 2211.080 2212.624 3.179803E-17 1.318011E-17 1
SPEC: 2212.624 2214.168 4.789031E-17 1.367559E-17 1
SPEC: 2214.168 2215.712 4.551091E-17 1.336209E-17 1
SPEC: 2215.712 2217.257 2.711572E-17 1.224390E-17 1
SPEC: 2217.257 2218.801 3.010269E-17 1.263781E-17 1
SPEC: 2218.801 2220.345 3.233600E-17 1.268254E-17 1
SPEC: 2220.345 2221.889 4.279744E-17 1.297053E-17 1
SPEC: 2221.889 2223.433 5.142002E-17 1.297536E-17 1
SPEC: 2223.433 2224.978 2.897105E-17 1.187259E-17 1
SPEC: 2224.978 2226.522 4.850591E-17 1.307520E-17 1
SPEC: 2226.522 2228.066 5.378229E-17 1.270750E-17 1
SPEC: 2228.066 2229.610 3.944517E-17 1.213989E-17 1
SPEC: 2229.610 2231.155 3.790276E-17 1.240382E-17 1
SPEC: 2231.155 2232.699 2.268754E-17 1.112774E-17 1
SPEC: 2232.699 2234.243 2.316822E-17 1.161800E-17 1
SPEC: 2234.243 2235.787 2.592280E-17 1.152419E-17 1
SPEC: 2235.787 2237.332 1.506043E-17 1.065057E-17 1
SPEC: 2237.332 2238.876 4.050195E-17 1.229395E-17 1
SPEC: 2238.876 2240.420 4.014551E-17 1.178986E-17 1
SPEC: 2240.420 2241.964 2.894260E-17 1.101641E-17 1
SPEC: 2241.964 2243.509 4.391730E-18 1.002397E-17 1
SPEC: 2243.509 2245.053 1.655445E-17 1.109172E-17 1
SPEC: 2245.053 2246.597 3.593796E-17 1.131536E-17 1
SPEC: 2246.597 2248.141 4.132172E-17 1.163846E-17 1
SPEC: 2248.141 2249.686 3.759945E-17 1.123354E-17 1
SPEC: 2249.686 2251.230 1.120731E-17 9.648060E-18 1
SPEC: 2251.230 2252.774 2.620331E-17 1.126740E-17 1
SPEC: 2252.774 2254.318 4.068988E-17 1.131665E-17 1
SPEC: 2254.318 2255.863 4.272341E-17 1.114732E-17 1
SPEC: 2255.863 2257.407 3.425102E-17 1.100245E-17 1
SPEC: 2257.407 2258.951 5.323635E-17 1.154739E-17 1
SPEC: 2258.951 2260.495 4.806620E-17 1.092175E-17 1
SPEC: 2260.495 2262.040 3.010345E-17 1.051620E-17 1
SPEC: 2262.040 2263.584 3.589224E-17 1.061343E-17 1
SPEC: 2263.584 2265.128 4.454927E-17 1.082487E-17 1
SPEC: 2265.128 2266.672 1.814647E-17 9.629304E-18 1
SPEC: 2266.672 2268.216 3.680675E-17 1.073668E-17 1
SPEC: 2268.216 2269.761 4.841055E-17 1.085489E-17 1
SPEC: 2269.761 2271.305 5.427020E-17 1.103075E-17 1
SPEC: 2271.305 2272.849 4.431781E-17 1.024248E-17 1
SPEC: 2272.849 2274.393 3.775457E-17 1.029443E-17 1
SPEC: 2274.393 2275.938 4.172653E-17 1.038112E-17 1
SPEC: 2275.938 2277.482 4.189427E-17 1.043366E-17 1
SPEC: 2277.482 2279.026 4.130550E-17 1.021096E-17 1
SPEC: 2279.026 2280.570 4.557778E-17 1.032285E-17 1
SPEC: 2280.570 2282.115 2.996128E-17 9.607978E-18 1
SPEC: 2282.115 2283.659 4.943232E-17 1.057204E-17 1
SPEC: 2283.659 2285.203 3.638970E-17 9.549014E-18 1
SPEC: 2285.203 2286.747 3.131526E-17 9.691710E-18 1
SPEC: 2286.747 2288.292 1.095942E-17 8.603269E-18 1
SPEC: 2288.292 2289.836 2.920487E-17 9.759386E-18 1
SPEC: 2289.836 2291.380 4.285664E-17 9.860968E-18 1
SPEC: 2291.380 2292.924 3.316656E-17 9.268411E-18 1
SPEC: 2292.924 2294.469 1.731526E-17 8.821329E-18 1
SPEC: 2294.469 2296.013 2.654116E-17 9.331723E-18 1
SPEC: 2296.013 2297.557 4.545888E-17 9.867699E-18 1
SPEC: 2297.557 2299.101 3.832051E-17 9.265218E-18 1
SPEC: 2299.101 2300.646 2.910226E-17 9.082980E-18 1
